ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,CommunityID
GO:0010628,positive regulation of gene expression,21/64,290/3978,1.50283254631304e-09,2.68034604730655e-08,1.72709424517461e-08,PTPRC/CSF1R/LAPTM5/HAVCR2/CD14/TLR2/FCGR3A/RBM47/C3AR1/SYK/C3/TLR1/SPI1/FCER1G/CYBA/SASH3/TYROBP/RUNX1/BTK/TMEM119/TLR7,21,1
GO:0050864,regulation of B cell activation,9/64,34/3978,1.54888310547882e-09,2.73035673012313e-08,1.75931887623543e-08,PTPRC/LAPTM5/NCKAP1L/CD300A/SYK/SPI1/SASH3/TYROBP/BTK,9,1
GO:0060326,cell chemotaxis,11/64,61/3978,1.71766792796278e-09,2.99308572274893e-08,1.92860960332662e-08,CSF1R/NCKAP1L/CCR1/C3AR1/SYK/ITGB2/ALOX5/SPI1/FCER1G/RAC2/BIN2,11,1
GO:0043300,regulation of leukocyte degranulation,7/64,16/3978,2.03860441789677e-09,3.46821667904776e-08,2.23476258724921e-08,NCKAP1L/CD300A/SYK/ITGB2/SPI1/RAC2/ITGAM,7,1
GO:0032635,interleukin-6 production,9/64,35/3978,2.05896768545051e-09,3.46821667904776e-08,2.23476258724921e-08,HAVCR2/TLR2/NCKAP1L/SYK/TLR1/CYBA/TYROBP/BTK/TLR7,9,1
GO:0032675,regulation of interleukin-6 production,9/64,35/3978,2.05896768545051e-09,3.46821667904776e-08,2.23476258724921e-08,HAVCR2/TLR2/NCKAP1L/SYK/TLR1/CYBA/TYROBP/BTK/TLR7,9,1
GO:0001906,cell killing,9/64,36/3978,2.71096522109783e-09,4.51628931338936e-08,2.91009337788177e-08,PTPRC/HAVCR2/NCKAP1L/FCGR3A/SYK/C3/SPI1/TYROBP/ITGAM,9,1
GO:0030595,leukocyte chemotaxis,10/64,49/3978,2.82991457297212e-09,4.66320705720189e-08,3.00476055345324e-08,CSF1R/NCKAP1L/CCR1/C3AR1/SYK/ITGB2/ALOX5/SPI1/FCER1G/RAC2,10,1
GO:0050863,regulation of T cell activation,12/64,84/3978,4.76586788178224e-09,7.7538822238134e-08,4.99625239806891e-08,PTPRC/LAPTM5/HAVCR2/DOCK8/NCKAP1L/CD300A/SYK/VSIG4/SASH3/RAC2/RUNX1/RASAL3,12,1
GO:0002683,negative regulation of immune system process,13/64,103/3978,4.80781615460726e-09,7.7538822238134e-08,4.99625239806891e-08,C1QC/PTPRC/LAPTM5/HAVCR2/NCKAP1L/CD300A/SYK/HCK/SPI1/VSIG4/TYROBP/RUNX1/BTK,13,1
GO:0030097,hemopoiesis,19/64,252/3978,5.80234259497859e-09,9.25931723577636e-08,5.9662869009863e-08,C1QC/DOCK2/PTPRC/CSF1R/IKZF1/TLR2/NCKAP1L/HCLS1/RBM47/CCR1/SYK/SCIN/SPI1/FCER1G/SLC1A5/SASH3/TYROBP/RUNX1/BTK,19,1
GO:0002269,leukocyte activation involved in inflammatory response,6/64,11/3978,5.93183945748916e-09,9.27079238923049e-08,5.97368097292452e-08,C1QA/PTPRC/TLR2/ITGB2/TYROBP/ITGAM,6,1
GO:0002888,positive regulation of myeloid leukocyte mediated immunity,6/64,11/3978,5.93183945748916e-09,9.27079238923049e-08,5.97368097292452e-08,C3/ITGB2/SPI1/TYROBP/BTK/ITGAM,6,1
GO:0051251,positive regulation of lymphocyte activation,12/64,86/3978,6.29226484731769e-09,9.73374847809552e-08,6.27198902074201e-08,PTPRC/HAVCR2/DOCK8/NCKAP1L/FCGR3A/SYK/SPI1/SASH3/TYROBP/RUNX1/BTK/RASAL3,12,1
GO:1902107,positive regulation of leukocyte differentiation,10/64,54/3978,7.74111989326047e-09,1.17355377581829e-07,7.56185185362707e-08,PTPRC/NCKAP1L/HCLS1/CCR1/SYK/SPI1/SASH3/TYROBP/RUNX1/BTK,10,1
GO:1903708,positive regulation of hemopoiesis,10/64,54/3978,7.74111989326047e-09,1.17355377581829e-07,7.56185185362707e-08,PTPRC/NCKAP1L/HCLS1/CCR1/SYK/SPI1/SASH3/TYROBP/RUNX1/BTK,10,1
GO:0031341,regulation of cell killing,7/64,19/3978,8.64496664778898e-09,1.29760093446021e-07,8.36115586154057e-08,PTPRC/HAVCR2/NCKAP1L/SYK/SPI1/TYROBP/ITGAM,7,1
GO:0046631,alpha-beta T cell activation,9/64,43/3978,1.48692547509697e-08,2.20997943161471e-07,1.42401118770897e-07,DOCK2/PTPRC/NCKAP1L/CD300A/SYK/WDFY4/SASH3/RUNX1/RASAL3,9,1
GO:0097529,myeloid leukocyte migration,10/64,58/3978,1.6054684006245e-08,2.36300009256965e-07,1.52261080815486e-07,CSF1R/NCKAP1L/CD300A/CCR1/C3AR1/SYK/ITGB2/SPI1/FCER1G/RAC2,10,1
GO:0050671,positive regulation of lymphocyte proliferation,8/64,31/3978,1.69110033812157e-08,2.46510395441567e-07,1.58840193702107e-07,PTPRC/HAVCR2/NCKAP1L/FCGR3A/SYK/SASH3/BTK/RASAL3,8,1
GO:0050766,positive regulation of phagocytosis,7/64,21/3978,1.94518231844289e-08,2.80847275691374e-07,1.80965332482707e-07,DOCK2/PTPRC/NCKAP1L/C3/FCER1G/CYBA/BTK,7,1
GO:0061900,glial cell activation,6/64,13/3978,2.14846092388382e-08,3.0727044911395e-07,1.97991235090783e-07,C1QA/PTPRC/TLR2/ITGB2/TYROBP/ITGAM,6,1
GO:0002705,positive regulation of leukocyte mediated immunity,8/64,32/3978,2.22648771393363e-08,3.12532905029942e-07,2.013821246131e-07,PTPRC/C3/ITGB2/SPI1/SASH3/TYROBP/BTK/ITGAM,8,1
GO:0032946,positive regulation of mononuclear cell proliferation,8/64,32/3978,2.22648771393363e-08,3.12532905029942e-07,2.013821246131e-07,PTPRC/HAVCR2/NCKAP1L/FCGR3A/SYK/SASH3/BTK/RASAL3,8,1
GO:0002221,pattern recognition receptor signaling pathway,10/64,60/3978,2.2623619249294e-08,3.1319275080949e-07,2.01807299507851e-07,PIK3AP1/HAVCR2/CTSS/CD14/TLR2/CD300A/TLR1/CYBA/BTK/TLR7,10,1
GO:0045055,regulated exocytosis,12/64,96/3978,2.27250676708733e-08,3.1319275080949e-07,2.01807299507851e-07,LAT2/NCKAP1L/FCGR3A/CD300A/SYK/HCK/SCIN/ITGB2/SPI1/RAC2/BTK/ITGAM,12,1
GO:0042129,regulation of T cell proliferation,8/64,33/3978,2.90205811982403e-08,3.96353163031822e-07,2.55392122825671e-07,PTPRC/HAVCR2/NCKAP1L/SYK/VSIG4/SASH3/RAC2/RASAL3,8,1
GO:0051250,negative regulation of lymphocyte activation,8/64,34/3978,3.74734113806284e-08,5.0722938975922e-07,3.26835768432548e-07,LAPTM5/HAVCR2/NCKAP1L/CD300A/VSIG4/TYROBP/RUNX1/BTK,8,1
GO:0032755,positive regulation of interleukin-6 production,7/64,23/3978,3.99869584570276e-08,5.36462203724371e-07,3.45672076833923e-07,TLR2/SYK/TLR1/CYBA/TYROBP/BTK/TLR7,7,1
GO:0040011,locomotion,20/64,316/3978,4.30385349425254e-08,5.64990284250475e-07,3.64054286754923e-07,DOCK2/PTPRC/CSF1R/DOCK8/FPR1/NCKAP1L/CD300A/CCR1/C3AR1/SYK/S100A11/ITGB2/ALOX5/SPI1/FCER1G/ARHGDIB/ABI3/RAC2/WAS/BIN2,20,1
GO:0042113,B cell activation,10/64,64/3978,4.32314465521471e-08,5.64990284250475e-07,3.64054286754923e-07,PTPRC/LAPTM5/LAT2/NCKAP1L/CD300A/SYK/SPI1/SASH3/TYROBP/BTK,10,1
GO:1903039,positive regulation of leukocyte cell-cell adhesion,10/64,64/3978,4.32314465521471e-08,5.64990284250475e-07,3.64054286754923e-07,PTPRC/HAVCR2/DOCK8/NCKAP1L/SYK/ITGB2/ALOX5/SASH3/RUNX1/RASAL3,10,1
GO:0097530,granulocyte migration,8/64,35/3978,4.79665798829034e-08,6.21515684636595e-07,4.00476708334092e-07,CSF1R/NCKAP1L/CD300A/C3AR1/SYK/ITGB2/FCER1G/RAC2,8,1
GO:0098609,cell-cell adhesion,17/64,228/3978,5.30249707599215e-08,6.81236065017296e-07,4.38957831090162e-07,PTPRC/LAPTM5/HAVCR2/DOCK8/NCKAP1L/CD300A/SYK/S100A11/ITGB2/ALOX5/SPI1/VSIG4/SASH3/RAC2/RUNX1/RASAL3/ITGAM,17,1
GO:1902105,regulation of leukocyte differentiation,11/64,84/3978,5.73354419775373e-08,7.30424622167618e-07,4.70652721407825e-07,C1QC/PTPRC/NCKAP1L/HCLS1/CCR1/SYK/SPI1/SASH3/TYROBP/RUNX1/BTK,11,1
GO:0016064,immunoglobulin mediated immune response,8/64,36/3978,6.0896755500562e-08,7.62970920155802e-07,4.91624089643511e-07,C1QC/C1QA/PTPRC/C1QB/FCGR3A/C3/FCER1G/BTK,8,1
GO:0019724,B cell mediated immunity,8/64,36/3978,6.0896755500562e-08,7.62970920155802e-07,4.91624089643511e-07,C1QC/C1QA/PTPRC/C1QB/FCGR3A/C3/FCER1G/BTK,8,1
GO:0030155,regulation of cell adhesion,16/64,205/3978,7.50892290865335e-08,9.33075994222827e-07,6.01232136258008e-07,PTPRC/LAPTM5/HAVCR2/DOCK8/APBB1IP/NCKAP1L/CD300A/SYK/ITGB2/ALOX5/SPI1/VSIG4/SASH3/RAC2/RUNX1/RASAL3,16,1
GO:1903706,regulation of hemopoiesis,12/64,107/3978,7.87244395195181e-08,9.70294717980402e-07,6.25214205169985e-07,C1QC/PTPRC/NCKAP1L/HCLS1/CCR1/SYK/SCIN/SPI1/SASH3/TYROBP/RUNX1/BTK,12,1
GO:0007155,cell adhesion,21/64,365/3978,9.51814704313158e-08,1.15246012596556e-06,7.42593387651741e-07,PTPRC/LAPTM5/HAVCR2/DOCK8/APBB1IP/NCKAP1L/CD300A/CCR1/SIGLEC9/SYK/HCK/S100A11/ITGB2/ALOX5/SPI1/VSIG4/SASH3/RAC2/RUNX1/RASAL3/ITGAM,21,1
GO:0001910,regulation of leukocyte mediated cytotoxicity,6/64,16/3978,9.6545142478645e-08,1.15246012596556e-06,7.42593387651741e-07,PTPRC/HAVCR2/NCKAP1L/SPI1/TYROBP/ITGAM,6,1
GO:0032623,interleukin-2 production,6/64,16/3978,9.6545142478645e-08,1.15246012596556e-06,7.42593387651741e-07,PTPRC/LAPTM5/HAVCR2/VSIG4/SASH3/RUNX1,6,1
GO:0032663,regulation of interleukin-2 production,6/64,16/3978,9.6545142478645e-08,1.15246012596556e-06,7.42593387651741e-07,PTPRC/LAPTM5/HAVCR2/VSIG4/SASH3/RUNX1,6,1
GO:0006887,exocytosis,13/64,132/3978,1.01491955410663e-07,1.20204534689504e-06,7.74543870239268e-07,LAT2/NCKAP1L/FCGR3A/CD300A/CCR1/SYK/HCK/SCIN/ITGB2/SPI1/RAC2/BTK/ITGAM,13,1
GO:0045807,positive regulation of endocytosis,9/64,53/3978,1.03021142300469e-07,1.20335483523835e-06,7.75387645536168e-07,DOCK2/PTPRC/CD14/NCKAP1L/SYK/C3/FCER1G/CYBA/BTK,9,1
GO:0071621,granulocyte chemotaxis,7/64,26/3978,1.03298877839079e-07,1.20335483523835e-06,7.75387645536168e-07,CSF1R/NCKAP1L/C3AR1/SYK/ITGB2/FCER1G/RAC2,7,1
GO:0080134,regulation of response to stress,21/64,367/3978,1.04718506350312e-07,1.20335483523835e-06,7.75387645536168e-07,PTPRC/PIK3AP1/HAVCR2/CTSS/CD14/TLR2/ALOX5AP/RBM47/CD300A/SYK/HCK/C3/TLR1/ALOX5/SPI1/CYBA/VSIG4/TYROBP/BTK/WAS/TLR7,21,1
GO:0050727,regulation of inflammatory response,10/64,70/3978,1.05019675746306e-07,1.20335483523835e-06,7.75387645536168e-07,PTPRC/PIK3AP1/TLR2/ALOX5AP/SYK/HCK/C3/ALOX5/BTK/TLR7,10,1
GO:0060627,regulation of vesicle-mediated transport,16/64,210/3978,1.05571367471438e-07,1.20335483523835e-06,7.75387645536168e-07,DOCK2/PTPRC/CD14/TLR2/NCKAP1L/CD300A/SYK/HCK/C3/ITGB2/SPI1/FCER1G/CYBA/RAC2/BTK/ITGAM,16,1
GO:0030100,regulation of endocytosis,12/64,112/3978,1.31870115054331e-07,1.49190368971915e-06,9.61315528440059e-07,DOCK2/PTPRC/CD14/TLR2/NCKAP1L/CD300A/SYK/HCK/C3/FCER1G/CYBA/BTK,12,1
GO:0002220,innate immune response activating cell surface receptor signaling pathway,7/64,28/3978,1.81295175601493e-07,2.02090798685194e-06,1.30218206623983e-06,PIK3AP1/CD14/TLR2/SYK/TLR1/CYBA/TYROBP,7,1
GO:0046634,regulation of alpha-beta T cell activation,7/64,28/3978,1.81295175601493e-07,2.02090798685194e-06,1.30218206623983e-06,PTPRC/NCKAP1L/CD300A/SYK/SASH3/RUNX1/RASAL3,7,1
GO:0002455,humoral immune response mediated by circulating immunoglobulin,5/64,10/3978,2.1803683433337e-07,2.38027900798284e-06,1.5337445628441e-06,C1QC/C1QA/PTPRC/C1QB/C3,5,1
GO:0032613,interleukin-10 production,6/64,18/3978,2.18244579227978e-07,2.38027900798284e-06,1.5337445628441e-06,TLR2/RBM47/SYK/SASH3/TYROBP/BTK,6,1
GO:0032653,regulation of interleukin-10 production,6/64,18/3978,2.18244579227978e-07,2.38027900798284e-06,1.5337445628441e-06,TLR2/RBM47/SYK/SASH3/TYROBP/BTK,6,1
GO:0050777,negative regulation of immune response,8/64,42/3978,2.20177352214852e-07,2.38420618541225e-06,1.53627505906303e-06,PTPRC/HAVCR2/NCKAP1L/CD300A/SYK/HCK/SPI1/VSIG4,8,1
GO:0001909,leukocyte mediated cytotoxicity,7/64,29/3978,2.35977476942864e-07,2.53717627691761e-06,1.63484209483373e-06,PTPRC/HAVCR2/NCKAP1L/FCGR3A/SPI1/TYROBP/ITGAM,7,1
GO:0022409,positive regulation of cell-cell adhesion,10/64,77/3978,2.65996496021746e-07,2.83979357724625e-06,1.82983505046835e-06,PTPRC/HAVCR2/DOCK8/NCKAP1L/SYK/ITGB2/ALOX5/SASH3/RUNX1/RASAL3,10,1
GO:0030888,regulation of B cell proliferation,6/64,19/3978,3.14982861957297e-07,3.33925887221862e-06,2.15166798598728e-06,PTPRC/NCKAP1L/CD300A/SASH3/TYROBP/BTK,6,1
GO:0002285,lymphocyte activation involved in immune response,8/64,45/3978,3.87132502843123e-07,4.07564496048732e-06,2.62616200759077e-06,PTPRC/LCP1/HAVCR2/APBB1IP/NCKAP1L/FCGR3A/SPI1/FCER1G,8,1
GO:0002704,negative regulation of leukocyte mediated immunity,5/64,11/3978,3.94790996729936e-07,4.0993366509766e-06,2.64142786564802e-06,PTPRC/HAVCR2/NCKAP1L/CD300A/SPI1,5,1
GO:0006956,complement activation,5/64,11/3978,3.94790996729936e-07,4.0993366509766e-06,2.64142786564802e-06,C1QC/C1QA/C1QB/C3/VSIG4,5,1
GO:0046903,secretion,17/64,263/3978,4.32072226233616e-07,4.45592853721198e-06,2.8711996129237e-06,LAT2/TLR2/NCKAP1L/FCGR3A/CD300A/CCR1/SYK/HCK/SCIN/ITGB2/ALOX5/SPI1/CYBA/SLC1A5/RAC2/BTK/ITGAM,17,1
GO:0006911,"phagocytosis, engulfment",6/64,20/3978,4.44347145463491e-07,4.49086848348435e-06,2.89371334028154e-06,NCKAP1L/CD300A/C3/ITGB2/ITGAM/BIN2,6,1
GO:0030593,neutrophil chemotaxis,6/64,20/3978,4.44347145463491e-07,4.49086848348435e-06,2.89371334028154e-06,NCKAP1L/C3AR1/SYK/ITGB2/FCER1G/RAC2,6,1
GO:0042102,positive regulation of T cell proliferation,6/64,20/3978,4.44347145463491e-07,4.49086848348435e-06,2.89371334028154e-06,PTPRC/HAVCR2/NCKAP1L/SYK/SASH3/RASAL3,6,1
GO:0030099,myeloid cell differentiation,12/64,125/3978,4.4776104037984e-07,4.49540223321747e-06,2.89663468436732e-06,C1QC/CSF1R/IKZF1/TLR2/NCKAP1L/HCLS1/CCR1/SCIN/SPI1/SLC1A5/TYROBP/RUNX1,12,1
GO:0050851,antigen receptor-mediated signaling pathway,8/64,46/3978,4.62745106382771e-07,4.61527356102817e-06,2.97387436788928e-06,PTPRC/FYB1/LAPTM5/LAT2/NCKAP1L/CD300A/SYK/BTK,8,1
GO:0002706,regulation of lymphocyte mediated immunity,7/64,33/3978,6.14045406979314e-07,5.96978715354279e-06,3.84666190701827e-06,PTPRC/HAVCR2/NCKAP1L/C3/SASH3/BTK/WAS,7,1
GO:0006959,humoral immune response,7/64,33/3978,6.14045406979314e-07,5.96978715354279e-06,3.84666190701827e-06,C1QC/C1QA/PTPRC/C1QB/C3/ALOX5/VSIG4,7,1
GO:0050853,B cell receptor signaling pathway,6/64,21/3978,6.14305274375116e-07,5.96978715354279e-06,3.84666190701827e-06,PTPRC/LAT2/NCKAP1L/CD300A/SYK/BTK,6,1
GO:0150076,neuroinflammatory response,6/64,21/3978,6.14305274375116e-07,5.96978715354279e-06,3.84666190701827e-06,C1QA/PTPRC/TLR2/ITGB2/TYROBP/ITGAM,6,1
GO:0034097,response to cytokine,15/64,209/3978,6.27518196640784e-07,6.05934768221292e-06,3.90437067705429e-06,PTPRC/CSF1R/LAPTM5/DOCK8/CD14/TLR2/HCLS1/RBM47/CCR1/SYK/HCK/SPI1/FCER1G/BTK/WAS,15,1
GO:0009617,response to bacterium,11/64,106/3978,6.52288791417908e-07,6.2586696695541e-06,4.0328047863812e-06,HAVCR2/CD14/TLR2/SYK/HCK/C3/TLR1/SPI1/FCER1G/CYBA/BTK,11,1
GO:0051241,negative regulation of multicellular organismal process,16/64,240/3978,6.73483990976914e-07,6.42139453032076e-06,4.13765735601838e-06,C1QC/PTPRC/LAPTM5/HAVCR2/TLR2/NCKAP1L/CD300A/CCR1/ALOX5/SPI1/ARHGDIB/VSIG4/TYROBP/RUNX1/BTK/TMEM119,16,1
GO:0002687,positive regulation of leukocyte migration,7/64,34/3978,7.63527035467858e-07,7.23441866105796e-06,4.6615334796985e-06,CSF1R/DOCK8/NCKAP1L/CCR1/C3AR1/SPI1/RAC2,7,1
GO:0032940,secretion by cell,16/64,243/3978,7.97698032665452e-07,7.51124358708587e-06,4.83990699126211e-06,LAT2/TLR2/NCKAP1L/FCGR3A/CD300A/CCR1/SYK/HCK/SCIN/ITGB2/ALOX5/SPI1/SLC1A5/RAC2/BTK/ITGAM,16,1
GO:0002224,toll-like receptor signaling pathway,6/64,22/3978,8.34105654037028e-07,7.69317466826526e-06,4.95713518410649e-06,CTSS/TLR2/CD300A/TLR1/BTK/TLR7,6,1
GO:0042100,B cell proliferation,6/64,22/3978,8.34105654037028e-07,7.69317466826526e-06,4.95713518410649e-06,PTPRC/NCKAP1L/CD300A/SASH3/TYROBP/BTK,6,1
GO:0046635,positive regulation of alpha-beta T cell activation,6/64,22/3978,8.34105654037028e-07,7.69317466826526e-06,4.95713518410649e-06,PTPRC/NCKAP1L/SYK/SASH3/RUNX1/RASAL3,6,1
GO:0071345,cellular response to cytokine stimulus,14/64,185/3978,8.37317823392987e-07,7.69317466826526e-06,4.95713518410649e-06,PTPRC/CSF1R/LAPTM5/DOCK8/TLR2/HCLS1/RBM47/CCR1/SYK/HCK/SPI1/FCER1G/BTK/WAS,14,1
GO:0002685,regulation of leukocyte migration,8/64,50/3978,9.05145357035437e-07,8.2662672365405e-06,5.32641021768476e-06,CSF1R/DOCK8/NCKAP1L/CD300A/CCR1/C3AR1/SPI1/RAC2,8,1
GO:0071216,cellular response to biotic stimulus,8/64,51/3978,1.06005067533432e-06,9.6229749928553e-06,6.20061157712104e-06,HAVCR2/CD14/TLR2/SYK/HCK/TLR1/SPI1/BTK,8,1
GO:0002690,positive regulation of leukocyte chemotaxis,6/64,23/3978,1.11438284071232e-06,1.00559784911897e-05,6.47961952494381e-06,CSF1R/NCKAP1L/CCR1/C3AR1/SPI1/RAC2,6,1
GO:0051050,positive regulation of transport,17/64,286/3978,1.42820698431247e-06,1.27106880538593e-05,8.19019477432399e-06,DOCK2/PTPRC/CTSS/CD14/TLR2/NCKAP1L/HCLS1/CCR1/SYK/SCIN/C3/ITGB2/FCER1G/CYBA/RAC2/BTK/ITGAM,17,1
GO:0098657,import into cell,18/64,320/3978,1.45370524821755e-06,1.27106880538593e-05,8.19019477432399e-06,DOCK2/PTPRC/CD14/TLR2/NCKAP1L/CD300A/SLC2A5/SYK/HCK/C3/ITGB2/FCER1G/CYBA/SLC1A5/TYROBP/BTK/ITGAM/BIN2,18,1
GO:0002698,negative regulation of immune effector process,6/64,24/3978,1.46726280305104e-06,1.27106880538593e-05,8.19019477432399e-06,PTPRC/HAVCR2/NCKAP1L/CD300A/SPI1/VSIG4,6,1
GO:0032637,interleukin-8 production,6/64,24/3978,1.46726280305104e-06,1.27106880538593e-05,8.19019477432399e-06,PTPRC/CD14/TLR2/SYK/TLR1/TLR7,6,1
GO:0032677,regulation of interleukin-8 production,6/64,24/3978,1.46726280305104e-06,1.27106880538593e-05,8.19019477432399e-06,PTPRC/CD14/TLR2/SYK/TLR1/TLR7,6,1
GO:0050868,negative regulation of T cell activation,6/64,24/3978,1.46726280305104e-06,1.27106880538593e-05,8.19019477432399e-06,LAPTM5/HAVCR2/NCKAP1L/CD300A/VSIG4/RUNX1,6,1
GO:0050871,positive regulation of B cell activation,6/64,24/3978,1.46726280305104e-06,1.27106880538593e-05,8.19019477432399e-06,PTPRC/NCKAP1L/SYK/SPI1/SASH3/BTK,6,1
GO:0016477,cell migration,20/64,393/3978,1.57833997036007e-06,1.35952465628742e-05,8.76016442879271e-06,DOCK2/PTPRC/CSF1R/LCP1/DOCK8/NCKAP1L/CD300A/CCR1/C3AR1/SYK/HCK/S100A11/ITGB2/ALOX5/SPI1/FCER1G/ARHGDIB/ABI3/RAC2/BIN2,20,1
GO:0048870,cell motility,21/64,431/3978,1.61799138272325e-06,1.36530646655889e-05,8.79741980951711e-06,DOCK2/PTPRC/CSF1R/LCP1/DOCK8/NCKAP1L/CD300A/CCR1/C3AR1/SYK/HCK/S100A11/ITGB2/ALOX5/SPI1/FCER1G/ARHGDIB/ABI3/RAC2/WAS/BIN2,21,1
GO:0002279,mast cell activation involved in immune response,5/64,14/3978,1.64809421754801e-06,1.36530646655889e-05,8.79741980951711e-06,LAT2/CD300A/SYK/RAC2/BTK,5,1
GO:0002448,mast cell mediated immunity,5/64,14/3978,1.64809421754801e-06,1.36530646655889e-05,8.79741980951711e-06,LAT2/CD300A/SYK/RAC2/BTK,5,1
GO:0006801,superoxide metabolic process,5/64,14/3978,1.64809421754801e-06,1.36530646655889e-05,8.79741980951711e-06,SYK/ITGB2/CYBA/TYROBP/ITGAM,5,1
GO:0031343,positive regulation of cell killing,5/64,14/3978,1.64809421754801e-06,1.36530646655889e-05,8.79741980951711e-06,PTPRC/SYK/SPI1/TYROBP/ITGAM,5,1
GO:0043303,mast cell degranulation,5/64,14/3978,1.64809421754801e-06,1.36530646655889e-05,8.79741980951711e-06,LAT2/CD300A/SYK/RAC2/BTK,5,1
GO:0150146,cell junction disassembly,5/64,14/3978,1.64809421754801e-06,1.36530646655889e-05,8.79741980951711e-06,C1QC/C1QA/C1QB/C3/ITGAM,5,1
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,7/64,38/3978,1.70284903296981e-06,1.40299952933817e-05,9.04029692560633e-06,PTPRC/HAVCR2/NCKAP1L/C3/SASH3/BTK/WAS,7,1
GO:1903131,mononuclear cell differentiation,11/64,117/3978,1.77443296923357e-06,1.45407588181518e-05,9.36940993142958e-06,DOCK2/PTPRC/CSF1R/IKZF1/NCKAP1L/SYK/SPI1/FCER1G/SASH3/RUNX1/BTK,11,1
GO:0099024,plasma membrane invagination,6/64,25/3978,1.90646744589799e-06,1.55387346665664e-05,1.00124606100358e-05,NCKAP1L/CD300A/C3/ITGB2/ITGAM/BIN2,6,1
GO:0045621,positive regulation of lymphocyte differentiation,7/64,39/3978,2.04927118803152e-06,1.66133428933464e-05,1.07048897410259e-05,PTPRC/NCKAP1L/SYK/SPI1/SASH3/RUNX1/BTK,7,1
GO:0140352,export from cell,16/64,264/3978,2.43259943313684e-06,1.94679384487639e-05,1.25442625194091e-05,LAT2/TLR2/NCKAP1L/FCGR3A/CD300A/CCR1/SYK/HCK/SCIN/ITGB2/ALOX5/SPI1/SLC1A5/RAC2/BTK/ITGAM,16,1
GO:0032722,positive regulation of chemokine production,5/64,15/3978,2.44158873096908e-06,1.94679384487639e-05,1.25442625194091e-05,CSF1R/HAVCR2/TLR2/SYK/TLR7,5,1
GO:0038093,Fc receptor signaling pathway,6/64,26/3978,2.44741801631565e-06,1.94679384487639e-05,1.25442625194091e-05,PTPRC/FCGR3A/SYK/HCK/FCER1G/BTK,6,1
GO:0002819,regulation of adaptive immune response,7/64,40/3978,2.4527547781754e-06,1.94679384487639e-05,1.25442625194091e-05,PTPRC/HAVCR2/NCKAP1L/C3/SASH3/BTK/WAS,7,1
GO:0045637,regulation of myeloid cell differentiation,8/64,57/3978,2.5497692996844e-06,2.01325534287581e-05,1.29725104720785e-05,C1QC/NCKAP1L/HCLS1/CCR1/SCIN/SPI1/TYROBP/RUNX1,8,1
GO:1903038,negative regulation of leukocyte cell-cell adhesion,6/64,27/3978,3.10733703924999e-06,2.43792411830912e-05,1.57088847506656e-05,LAPTM5/HAVCR2/NCKAP1L/CD300A/VSIG4/RUNX1,6,1
GO:0006897,endocytosis,16/64,269/3978,3.11977096934016e-06,2.43792411830912e-05,1.57088847506656e-05,DOCK2/PTPRC/CD14/TLR2/NCKAP1L/CD300A/SYK/HCK/C3/ITGB2/FCER1G/CYBA/TYROBP/BTK/ITGAM/BIN2,16,1
GO:0030225,macrophage differentiation,5/64,16/3978,3.50751763482837e-06,2.69918615959381e-05,1.73923396479868e-05,C1QC/CSF1R/TLR2/HCLS1/SPI1,5,1
GO:0032602,chemokine production,5/64,16/3978,3.50751763482837e-06,2.69918615959381e-05,1.73923396479868e-05,CSF1R/HAVCR2/TLR2/SYK/TLR7,5,1
GO:0032642,regulation of chemokine production,5/64,16/3978,3.50751763482837e-06,2.69918615959381e-05,1.73923396479868e-05,CSF1R/HAVCR2/TLR2/SYK/TLR7,5,1
GO:0002688,regulation of leukocyte chemotaxis,6/64,28/3978,3.90534845660866e-06,2.96025413010936e-05,1.90745440406991e-05,CSF1R/NCKAP1L/CCR1/C3AR1/SPI1/RAC2,6,1
GO:0045639,positive regulation of myeloid cell differentiation,6/64,28/3978,3.90534845660866e-06,2.96025413010936e-05,1.90745440406991e-05,NCKAP1L/HCLS1/CCR1/SCIN/TYROBP/RUNX1,6,1
GO:1990266,neutrophil migration,6/64,28/3978,3.90534845660866e-06,2.96025413010936e-05,1.90745440406991e-05,NCKAP1L/C3AR1/SYK/ITGB2/FCER1G/RAC2,6,1
GO:0050870,positive regulation of T cell activation,8/64,61/3978,4.31976477826253e-06,3.25809124569452e-05,2.0993672239998e-05,PTPRC/HAVCR2/DOCK8/NCKAP1L/SYK/SASH3/RUNX1/RASAL3,8,1
GO:0030098,lymphocyte differentiation,10/64,104/3978,4.50794212922252e-06,3.38318825143631e-05,2.17997409896743e-05,DOCK2/PTPRC/IKZF1/NCKAP1L/SYK/SPI1/FCER1G/SASH3/RUNX1/BTK,10,1
GO:0010324,membrane invagination,6/64,29/3978,4.86257566869539e-06,3.5768794399522e-05,2.30477997519486e-05,NCKAP1L/CD300A/C3/ITGB2/ITGAM/BIN2,6,1
GO:0002526,acute inflammatory response,5/64,17/3978,4.90759184373389e-06,3.5768794399522e-05,2.30477997519486e-05,SERPINA1/FCGR3A/ALOX5AP/C3/BTK,5,1
