ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,CommunityID
GO:0002790,peptide secretion,1/1,55/3978,0.013826043237808,0.0264484970367322,0.00696013079914006,PAX8,1,19
GO:0019827,stem cell population maintenance,1/1,55/3978,0.013826043237808,0.0264484970367322,0.00696013079914006,PAX8,1,19
GO:0048562,embryonic organ morphogenesis,1/1,56/3978,0.0140774258421317,0.0264484970367322,0.00696013079914006,PAX8,1,19
GO:0098727,maintenance of cell number,1/1,56/3978,0.0140774258421317,0.0264484970367322,0.00696013079914006,PAX8,1,19
GO:0015833,peptide transport,1/1,58/3978,0.0145801910507795,0.0269842341835321,0.00710111425882425,PAX8,1,19
GO:0090596,sensory organ morphogenesis,1/1,59/3978,0.014831573655103,0.0270458107828349,0.00711731862706182,PAX8,1,19
GO:0046879,hormone secretion,1/1,63/3978,0.0158371040723981,0.0284608826808314,0.00748970596863985,PAX8,1,19
GO:0009914,hormone transport,1/1,65/3978,0.016339869281046,0.028944911297853,0.00761708192048762,PAX8,1,19
GO:0001822,kidney development,1/1,72/3978,0.018099547511312,0.0316104773436999,0.00831854666939471,PAX8,1,19
GO:0072001,renal system development,1/1,75/3978,0.0188536953242836,0.0324702530584884,0.00854480343644432,PAX8,1,19
GO:0003002,regionalization,1/1,79/3978,0.0198592257415785,0.0328120451959462,0.00863474873577531,PAX8,1,19
GO:0006790,sulfur compound metabolic process,1/1,80/3978,0.0201106083459025,0.0328120451959462,0.00863474873577531,PAX8,1,19
GO:0042886,amide transport,1/1,80/3978,0.0201106083459025,0.0328120451959462,0.00863474873577531,PAX8,1,19
GO:0060562,epithelial tube morphogenesis,1/1,80/3978,0.0201106083459025,0.0328120451959462,0.00863474873577531,PAX8,1,19
GO:0007389,pattern specification process,1/1,88/3978,0.0221216691804929,0.0356245062127417,0.00937487005598467,PAX8,1,19
GO:0048568,embryonic organ development,1/1,92/3978,0.0231271995977879,0.0367663173093038,0.0096753466603431,PAX8,1,19
GO:0010817,regulation of hormone levels,1/1,94/3978,0.0236299648064354,0.0370900713417467,0.00976054508993335,PAX8,1,19
GO:0048732,gland development,1/1,98/3978,0.0246354952237307,0.0381850175967825,0.0100486888412586,PAX8,1,19
GO:1901615,organic hydroxy compound metabolic process,1/1,114/3978,0.028657616892911,0.0438709196879132,0.0115449788652403,PAX8,1,19
GO:0002009,morphogenesis of an epithelium,1/1,118/3978,0.0296631473102061,0.0448564666642142,0.0118043333326879,PAX8,1,19
GO:0007423,sensory organ development,1/1,125/3978,0.0314228255404727,0.0469449441809472,0.0123539326791966,PAX8,1,19
GO:0023061,signal release,1/1,133/3978,0.0334338863750628,0.0487741401236211,0.0128353000325319,PAX8,1,19
GO:0030855,epithelial cell differentiation,1/1,133/3978,0.0334338863750628,0.0487741401236211,0.0128353000325319,PAX8,1,19
GO:0048729,tissue morphogenesis,1/1,136/3978,0.0341880341880342,0.0492943748757702,0.0129722039146764,PAX8,1,19
GO:0048598,embryonic morphogenesis,1/1,138/3978,0.0346907993966815,0.0494443577607875,0.0130116730949441,PAX8,1,19
GO:0045047,protein targeting to ER,4/15,23/3978,1.11228679263063e-06,0.000501473614221513,0.000473748109732759,SEC62/SRP9/SSR3/SPCS2,4,21
GO:0072599,establishment of protein localization to endoplasmic reticulum,4/15,25/3978,1.58193569155051e-06,0.000501473614221513,0.000473748109732759,SEC62/SRP9/SSR3/SPCS2,4,21
GO:0070972,protein localization to endoplasmic reticulum,4/15,36/3978,7.18832883971317e-06,0.00151913349479272,0.00143514354729712,SEC62/SRP9/SSR3/SPCS2,4,21
GO:0006613,cotranslational protein targeting to membrane,3/15,13/3978,1.21343218188971e-05,0.00192329000829519,0.00181695503025065,SEC62/SRP9/SSR3,3,21
GO:0050771,negative regulation of axonogenesis,2/4,19/3978,0.000128966764306348,0.0276919151985463,0.0156157416533156,SYNGAP1/RTN4R,2,22
GO:0051093,negative regulation of developmental process,3/4,211/3978,0.000565788098020916,0.0276919151985463,0.0156157416533156,SYNGAP1/ADGRB2/RTN4R,3,22
GO:0010977,negative regulation of neuron projection development,2/4,43/3978,0.000675552115432269,0.0276919151985463,0.0156157416533156,SYNGAP1/RTN4R,2,22
GO:0050768,negative regulation of neurogenesis,2/4,44/3978,0.000707482498230992,0.0276919151985463,0.0156157416533156,SYNGAP1/RTN4R,2,22
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,2/4,47/3978,0.000807626383049875,0.0276919151985463,0.0156157416533156,ADGRB2/PDE2A,2,22
GO:0051961,negative regulation of nervous system development,2/4,47/3978,0.000807626383049875,0.0276919151985463,0.0156157416533156,SYNGAP1/RTN4R,2,22
GO:0051241,negative regulation of multicellular organismal process,3/4,240/3978,0.000829299499603522,0.0276919151985463,0.0156157416533156,SYNGAP1/ADGRB2/RTN4R,3,22
GO:0022603,regulation of anatomical structure morphogenesis,3/4,254/3978,0.000981019241225365,0.0276919151985463,0.0156157416533156,SYNGAP1/ADGRB2/RTN4R,3,22
GO:0050770,regulation of axonogenesis,2/4,52/3978,0.000988996971376654,0.0276919151985463,0.0156157416533156,SYNGAP1/RTN4R,2,22
GO:0031345,negative regulation of cell projection organization,2/4,60/3978,0.00131658891157725,0.0331780405717468,0.0187094213750452,SYNGAP1/RTN4R,2,22
GO:0046578,regulation of Ras protein signal transduction,2/4,63/3978,0.00145123709583218,0.0332465225590646,0.0187480390370665,SYNGAP1/RTN4R,2,22
GO:0010721,negative regulation of cell development,2/4,69/3978,0.00173973039881191,0.03653433837505,0.0206020705122463,SYNGAP1/RTN4R,2,22
GO:0019932,second-messenger-mediated signaling,2/4,78/3978,0.00222016133601817,0.0428495398897608,0.0241632743739253,ADGRB2/PDE2A,2,22
GO:2000026,regulation of multicellular organismal development,3/4,343/3978,0.0023805299938756,0.0428495398897608,0.0241632743739253,SYNGAP1/ADGRB2/RTN4R,3,22
GO:0019882,antigen processing and presentation,3/4,35/3978,2.48212725738461e-06,0.00057088926919846,0.000313531864090688,HLA-B/PSMB8/B2M,3,23
GO:0001914,regulation of T cell mediated cytotoxicity,2/4,10/3978,3.40414057888275e-05,0.00263529650082679,0.00144730242608337,HLA-B/B2M,2,23
GO:0001912,positive regulation of leukocyte mediated cytotoxicity,2/4,12/3978,4.98938731432478e-05,0.00263529650082679,0.00144730242608337,HLA-B/B2M,2,23
GO:0001913,T cell mediated cytotoxicity,2/4,13/3978,5.89456835945539e-05,0.00263529650082679,0.00144730242608337,HLA-B/B2M,2,23
GO:0002711,positive regulation of T cell mediated immunity,2/4,14/3978,6.87468652389598e-05,0.00263529650082679,0.00144730242608337,HLA-B/B2M,2,23
GO:0031343,positive regulation of cell killing,2/4,14/3978,6.87468652389598e-05,0.00263529650082679,0.00144730242608337,HLA-B/B2M,2,23
GO:0001910,regulation of leukocyte mediated cytotoxicity,2/4,16/3978,9.05943038659253e-05,0.00297666998416612,0.00163478443066331,HLA-B/B2M,2,23
GO:0002709,regulation of T cell mediated immunity,2/4,19/3978,0.000128966764306348,0.00329470931093177,0.0018094513378115,HLA-B/B2M,2,23
GO:0031341,regulation of cell killing,2/4,19/3978,0.000128966764306348,0.00329470931093177,0.0018094513378115,HLA-B/B2M,2,23
GO:0048002,antigen processing and presentation of peptide antigen,2/4,20/3978,0.000143248230910077,0.00329470931093177,0.0018094513378115,HLA-B/B2M,2,23
GO:0002456,T cell mediated immunity,2/4,24/3978,0.000207807120741845,0.00398296981421869,0.00218744337622995,HLA-B/B2M,2,23
GO:0002708,positive regulation of lymphocyte mediated immunity,2/4,24/3978,0.000207807120741845,0.00398296981421869,0.00218744337622995,HLA-B/B2M,2,23
GO:0002824,positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,2/4,26/3978,0.00024453578013079,0.00432640226385244,0.00237605616321416,HLA-B/B2M,2,23
GO:0002821,positive regulation of adaptive immune response,2/4,27/3978,0.000264009765564969,0.0043373032914245,0.00238204299757867,HLA-B/B2M,2,23
GO:0001909,leukocyte mediated cytotoxicity,2/4,29/3978,0.000305173268468606,0.00467932344985196,0.00256988015552511,HLA-B/B2M,2,23
GO:0002705,positive regulation of leukocyte mediated immunity,2/4,32/3978,0.000372446023218593,0.00535391158376728,0.00294036334119942,HLA-B/B2M,2,23
GO:0002706,regulation of lymphocyte mediated immunity,2/4,33/3978,0.000396341255671189,0.00536226404731609,0.00294495050653515,HLA-B/B2M,2,23
GO:0001906,cell killing,2/4,36/3978,0.000472429337381648,0.0060365970887655,0.00331529359566068,HLA-B/B2M,2,23
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,2/4,38/3978,0.000526815843684087,0.00637724442354422,0.00350237680011582,HLA-B/B2M,2,23
GO:0002819,regulation of adaptive immune response,2/4,40/3978,0.000584124217368469,0.00671742849973739,0.0036892055833798,HLA-B/B2M,2,23
GO:0002703,regulation of leukocyte mediated immunity,2/4,53/3978,0.00102743396139829,0.011252848148648,0.00618005390314762,HLA-B/B2M,2,23
GO:0002699,positive regulation of immune effector process,2/4,60/3978,0.00131658891157725,0.0137643386210349,0.00755936217173543,HLA-B/B2M,2,23
GO:0002449,lymphocyte mediated immunity,2/4,63/3978,0.00145123709583218,0.0145123709583218,0.00797018084667561,HLA-B/B2M,2,23
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,2/4,67/3978,0.001640728926355,0.0157236522109021,0.00863541540186841,HLA-B/B2M,2,23
GO:0052548,regulation of endopeptidase activity,2/4,77/3978,0.00216396785515925,0.0199085042674651,0.0109337323208046,PSMB8/PSMB9,2,23
GO:0052547,regulation of peptidase activity,2/4,81/3978,0.00239294237950523,0.0211683364340847,0.0116256309935477,PSMB8/PSMB9,2,23
GO:0002697,regulation of immune effector process,2/4,83/3978,0.00251162283703769,0.0213953056488396,0.0117502822785389,HLA-B/B2M,2,23
GO:0002250,adaptive immune response,2/4,88/3978,0.00282050666124271,0.0228760059991499,0.0125634815555972,HLA-B/B2M,2,23
GO:0002443,leukocyte mediated immunity,2/4,89/3978,0.00288436597380586,0.0228760059991499,0.0125634815555972,HLA-B/B2M,2,23
GO:0009617,response to bacterium,2/4,106/3978,0.00407531951894639,0.030801677664812,0.0169162531797595,HLA-B/B2M,2,23
GO:1903706,regulation of hemopoiesis,2/4,107/3978,0.00415153046786597,0.030801677664812,0.0169162531797595,HLA-B/B2M,2,23
GO:1903131,mononuclear cell differentiation,2/4,117/3978,0.0049508765221977,0.0355844250032959,0.0195429336402541,HLA-B/B2M,2,23
GO:0007268,chemical synaptic transmission,3/3,247/3978,0.000236663563348964,0.00751262959665501,0.00291348516213768,SYT2/NEFH/SV2C,3,25
GO:0098916,anterograde trans-synaptic signaling,3/3,247/3978,0.000236663563348964,0.00751262959665501,0.00291348516213768,SYT2/NEFH/SV2C,3,25
GO:0099537,trans-synaptic signaling,3/3,248/3978,0.000239561484532829,0.00751262959665501,0.00291348516213768,SYT2/NEFH/SV2C,3,25
GO:0099536,synaptic signaling,3/3,256/3978,0.000263601038479123,0.00751262959665501,0.00291348516213768,SYT2/NEFH/SV2C,3,25
GO:0016079,synaptic vesicle exocytosis,2/3,52/3978,0.000498675566937793,0.0107819631480849,0.00418137074994983,SYT2/SV2C,2,25
GO:1903305,regulation of regulated secretory pathway,2/3,60/3978,0.000664752462527532,0.0107819631480849,0.00418137074994983,SYT2/SV2C,2,25
GO:0007269,neurotransmitter secretion,2/3,64/3978,0.000756628992848065,0.0107819631480849,0.00418137074994983,SYT2/SV2C,2,25
GO:0099643,signal release from synapse,2/3,64/3978,0.000756628992848065,0.0107819631480849,0.00418137074994983,SYT2/SV2C,2,25
GO:0001505,regulation of neurotransmitter levels,2/3,75/3978,0.00103954969665823,0.0128180284356675,0.00497098055676855,SYT2/SV2C,2,25
GO:0006836,neurotransmitter transport,2/3,78/3978,0.00112438845926908,0.0128180284356675,0.00497098055676855,SYT2/SV2C,2,25
GO:0017157,regulation of exocytosis,2/3,82/3978,0.00124260983168217,0.0128779564374334,0.00499422133307666,SYT2/SV2C,2,25
GO:0007267,cell-cell signaling,3/3,450/3978,0.00143903091235505,0.013670793667373,0.00530169283499231,SYT2/NEFH/SV2C,3,25
GO:0045055,regulated exocytosis,2/3,96/3978,0.00170214357466284,0.0149264898085818,0.00578866640776027,SYT2/SV2C,2,25
GO:0099504,synaptic vesicle cycle,2/3,108/3978,0.00215238596098383,0.0175265713965826,0.00679700829784366,SYT2/SV2C,2,25
GO:0099003,vesicle-mediated transport in synapse,2/3,119/3978,0.0026105097085417,0.0198398737849169,0.00769413387780713,SYT2/SV2C,2,25
GO:0006887,exocytosis,2/3,132/3978,0.00320756083354571,0.0218341720784927,0.00846754595841821,SYT2/SV2C,2,25
GO:0023061,signal release,2/3,133/3978,0.00325597302924891,0.0218341720784927,0.00846754595841821,SYT2/SV2C,2,25
GO:1903530,regulation of secretion by cell,2/3,166/3978,0.00505106870644086,0.0311270734522577,0.0120714412280224,SYT2/SV2C,2,25
GO:0050804,modulation of chemical synaptic transmission,2/3,175/3978,0.00560665860221777,0.0311270734522577,0.0120714412280224,NEFH/SV2C,2,25
GO:0099177,regulation of trans-synaptic signaling,2/3,175/3978,0.00560665860221777,0.0311270734522577,0.0120714412280224,NEFH/SV2C,2,25
GO:0051046,regulation of secretion,2/3,177/3978,0.00573393458331062,0.0311270734522577,0.0120714412280224,SYT2/SV2C,2,25
GO:0060632,regulation of microtubule-based movement,1/3,10/3978,0.0075244231181052,0.037294966759304,0.0144634220119185,NEFH,1,25
GO:0099170,postsynaptic modulation of chemical synaptic transmission,1/3,10/3978,0.0075244231181052,0.037294966759304,0.0144634220119185,NEFH,1,25
GO:0060627,regulation of vesicle-mediated transport,2/3,210/3978,0.00803247932297131,0.0381209318875398,0.0147837408982149,SYT2/SV2C,2,25
GO:0048791,calcium ion-regulated exocytosis of neurotransmitter,1/3,12/3978,0.00902476393561302,0.0381209318875398,0.0147837408982149,SYT2,1,25
GO:0048812,neuron projection morphogenesis,2/3,226/3978,0.00928038727302472,0.0381209318875398,0.0147837408982149,SYT2/NEFH,2,25
GO:0048858,cell projection morphogenesis,2/3,232/3978,0.00977059256574089,0.0381209318875398,0.0147837408982149,SYT2/NEFH,2,25
GO:0120039,plasma membrane bounded cell projection morphogenesis,2/3,232/3978,0.00977059256574089,0.0381209318875398,0.0147837408982149,SYT2/NEFH,2,25
GO:0097484,dendrite extension,1/3,13/3978,0.00977436698861201,0.0381209318875398,0.0147837408982149,SYT2,1,25
GO:0032990,cell part morphogenesis,2/3,239/3978,0.0103577468239415,0.0381209318875398,0.0147837408982149,SYT2/NEFH,2,25
GO:0014059,regulation of dopamine secretion,1/3,14/3978,0.010523591931622,0.0381209318875398,0.0147837408982149,SYT2,1,25
GO:0032940,secretion by cell,2/3,243/3978,0.0107006124596603,0.0381209318875398,0.0147837408982149,SYT2/SV2C,2,25
GO:0014046,dopamine secretion,1/3,16/3978,0.0120209078692191,0.0395103904182067,0.015322589081853,SYT2,1,25
GO:0046903,secretion,2/3,263/3978,0.0124946375247142,0.0395103904182067,0.015322589081853,SYT2/SV2C,2,25
GO:0032989,cellular component morphogenesis,2/3,264/3978,0.0125878088242046,0.0395103904182067,0.015322589081853,SYT2/NEFH,2,25
GO:0140352,export from cell,2/3,264/3978,0.0125878088242046,0.0395103904182067,0.015322589081853,SYT2/SV2C,2,25
GO:0045103,intermediate filament-based process,1/3,18/3978,0.0135167125114918,0.0395103904182067,0.015322589081853,NEFH,1,25
GO:0045104,intermediate filament cytoskeleton organization,1/3,18/3978,0.0135167125114918,0.0395103904182067,0.015322589081853,NEFH,1,25
GO:0050433,regulation of catecholamine secretion,1/3,18/3978,0.0135167125114918,0.0395103904182067,0.015322589081853,SYT2,1,25
GO:0015872,dopamine transport,1/3,19/3978,0.014264048335347,0.040652537755739,0.0157655271074888,SYT2,1,25
GO:0050432,catecholamine secretion,1/3,20/3978,0.0150110066215285,0.0417379208501038,0.0161864512992092,SYT2,1,25
GO:0017158,regulation of calcium ion-dependent exocytosis,1/3,22/3978,0.0165037909624168,0.0447960040408457,0.0173724115393861,SYT2,1,25
GO:0051937,catecholamine transport,1/3,23/3978,0.0172496172078955,0.0457315432953509,0.0177352245466735,SYT2,1,25
GO:0015844,monoamine transport,1/3,24/3978,0.0179950662972447,0.0465254823317357,0.0180431233419474,SYT2,1,25
GO:2000300,regulation of synaptic vesicle exocytosis,1/3,25/3978,0.0187401383258508,0.0465254823317357,0.0180431233419474,SV2C,1,25
GO:0000902,cell morphogenesis,2/3,324/3978,0.0187734402391214,0.0465254823317357,0.0180431233419474,SYT2/NEFH,2,25
GO:0031175,neuron projection development,2/3,336/3978,0.0201491035801577,0.0470637404161428,0.0182518660893628,SYT2/NEFH,2,25
GO:1990823,response to leukemia inhibitory factor,1/3,27/3978,0.0202291515823771,0.0470637404161428,0.0182518660893628,NEFH,1,25
GO:1990830,cellular response to leukemia inhibitory factor,1/3,27/3978,0.0202291515823771,0.0470637404161428,0.0182518660893628,NEFH,1,25
GO:0071277,cellular response to calcium ion,1/3,29/3978,0.021716657740562,0.0495139796484813,0.0192020973706022,SYT2,1,25
GO:1990748,cellular detoxification,2/4,29/3978,0.000305173268468606,0.0147290109939014,0.00955310654575211,PRDX1/ADH5,2,27
GO:0097237,cellular response to toxic substance,2/4,32/3978,0.000372446023218593,0.0147290109939014,0.00955310654575211,PRDX1/ADH5,2,27
GO:0098754,detoxification,2/4,35/3978,0.000446333666481861,0.0147290109939014,0.00955310654575211,PRDX1/ADH5,2,27
GO:0009636,response to toxic substance,2/4,59/3978,0.00127313314830727,0.031510045420605,0.020437137380722,PRDX1/ADH5,2,27
GO:0009409,response to cold,1/1,12/3978,0.00301659125188536,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0120163,negative regulation of cold-induced thermogenesis,1/1,12/3978,0.00301659125188536,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0106106,cold-induced thermogenesis,1/1,31/3978,0.00779286073403707,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0120161,regulation of cold-induced thermogenesis,1/1,31/3978,0.00779286073403707,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0006637,acyl-CoA metabolic process,1/1,33/3978,0.00829562594268485,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0035383,thioester metabolic process,1/1,33/3978,0.00829562594268485,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:1990845,adaptive thermogenesis,1/1,35/3978,0.00879839115133241,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0001659,temperature homeostasis,1/1,37/3978,0.00930115635997986,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0033865,nucleoside bisphosphate metabolic process,1/1,38/3978,0.00955253896430364,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0033875,ribonucleoside bisphosphate metabolic process,1/1,38/3978,0.00955253896430364,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0034032,purine nucleoside bisphosphate metabolic process,1/1,38/3978,0.00955253896430364,0.0312628547922665,0.011883541295306,ACOT11,1,31
GO:0009266,response to temperature stimulus,1/1,57/3978,0.0143288084464555,0.0429864253393664,0.0163398692810457,ACOT11,1,31
GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,2/2,47/3978,0.00013665808160624,0.013665808160624,0.00891873795745985,GNAI1/APLP1,2,32
GO:0007163,establishment or maintenance of cell polarity,2/2,90/3978,0.000506304918439397,0.04202330823047,0.0239828645576557,CAP1/ACTR3,2,33
GO:0007015,actin filament organization,2/2,166/3978,0.00173129734282835,0.0494416550267088,0.028216543769206,CAP1/ACTR3,2,33
GO:0030036,actin cytoskeleton organization,2/2,228/3978,0.00327145035689757,0.0494416550267088,0.028216543769206,CAP1/ACTR3,2,33
GO:0030029,actin filament-based process,2/2,257/3978,0.00415865333257989,0.0494416550267088,0.028216543769206,CAP1/ACTR3,2,33
GO:0097435,supramolecular fiber organization,2/2,260/3978,0.00425650102468278,0.0494416550267088,0.028216543769206,CAP1/ACTR3,2,33
GO:0045761,regulation of adenylate cyclase activity,1/2,10/3978,0.00502196326716697,0.0494416550267088,0.028216543769206,CAP1,1,33
GO:0031279,regulation of cyclase activity,1/2,11/3978,0.00552346429374595,0.0494416550267088,0.028216543769206,CAP1,1,33
GO:0051339,regulation of lyase activity,1/2,12/3978,0.00602483890211858,0.0494416550267088,0.028216543769206,CAP1,1,33
GO:0045132,meiotic chromosome segregation,1/2,13/3978,0.00652608709228364,0.0494416550267088,0.028216543769206,ACTR3,1,33
GO:0019933,cAMP-mediated signaling,1/2,14/3978,0.00702720886424202,0.0494416550267088,0.028216543769206,CAP1,1,33
GO:0010592,positive regulation of lamellipodium assembly,1/2,15/3978,0.00752820421799372,0.0494416550267088,0.028216543769206,ACTR3,1,33
GO:0034314,Arp2/3 complex-mediated actin nucleation,1/2,16/3978,0.00802907315353874,0.0494416550267088,0.028216543769206,ACTR3,1,33
GO:0051653,spindle localization,1/2,16/3978,0.00802907315353874,0.0494416550267088,0.028216543769206,ACTR3,1,33
GO:0019935,cyclic-nucleotide-mediated signaling,1/2,18/3978,0.00903043177000773,0.0494416550267088,0.028216543769206,CAP1,1,33
GO:0045010,actin nucleation,1/2,18/3978,0.00903043177000773,0.0494416550267088,0.028216543769206,ACTR3,1,33
GO:1902745,positive regulation of lamellipodium organization,1/2,19/3978,0.00953092145093182,0.0494416550267088,0.028216543769206,ACTR3,1,33
GO:0042552,myelination,2/2,61/3978,0.000231345318537852,0.00454207975395983,0.00293578562121134,MAL/PMP22,2,34
GO:0007272,ensheathment of neurons,2/2,62/3978,0.000239056829155781,0.00454207975395983,0.00293578562121134,MAL/PMP22,2,34
GO:0008366,axon ensheathment,2/2,62/3978,0.000239056829155781,0.00454207975395983,0.00293578562121134,MAL/PMP22,2,34
GO:2001222,regulation of neuron migration,2/5,15/3978,0.000131873068718366,0.0102860993600326,0.00763475661001069,SCRT1/SCRT2,2,37
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,2/2,46/3978,0.00013084284409108,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0015986,proton motive force-driven ATP synthesis,2/2,51/3978,0.000161183213735389,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0006754,ATP biosynthetic process,2/2,58/3978,0.000208969295925175,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0009145,purine nucleoside triphosphate biosynthetic process,2/2,60/3978,0.000223760226126775,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,2/2,60/3978,0.000223760226126775,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0009201,ribonucleoside triphosphate biosynthetic process,2/2,61/3978,0.000231345318537852,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0009142,nucleoside triphosphate biosynthetic process,2/2,62/3978,0.000239056829155781,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0046034,ATP metabolic process,2/2,68/3978,0.000287980675207228,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0009205,purine ribonucleoside triphosphate metabolic process,2/2,76/3978,0.000360291889526163,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0009144,purine nucleoside triphosphate metabolic process,2/2,77/3978,0.000369899673246861,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0009199,ribonucleoside triphosphate metabolic process,2/2,78/3978,0.00037963387517441,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0006119,oxidative phosphorylation,2/2,82/3978,0.000419834864953119,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0009141,nucleoside triphosphate metabolic process,2/2,82/3978,0.000419834864953119,0.00177622442864781,0.000271957807257081,NDUFB2/ATP5F1E,2,39
GO:0009152,purine ribonucleotide biosynthetic process,2/2,97/3978,0.000588603171099585,0.00199807302723374,0.000305925056801338,NDUFB2/ATP5F1E,2,39
GO:0009260,ribonucleotide biosynthetic process,2/2,102/3978,0.000651180183490972,0.00199807302723374,0.000305925056801338,NDUFB2/ATP5F1E,2,39
GO:0006164,purine nucleotide biosynthetic process,2/2,104/3978,0.000677095915895485,0.00199807302723374,0.000305925056801338,NDUFB2/ATP5F1E,2,39
GO:0046390,ribose phosphate biosynthetic process,2/2,104/3978,0.000677095915895485,0.00199807302723374,0.000305925056801338,NDUFB2/ATP5F1E,2,39
GO:0072522,purine-containing compound biosynthetic process,2/2,104/3978,0.000677095915895485,0.00199807302723374,0.000305925056801338,NDUFB2/ATP5F1E,2,39
GO:0009060,aerobic respiration,2/2,105/3978,0.000690243409408018,0.00199807302723374,0.000305925056801338,NDUFB2/ATP5F1E,2,39
GO:0009165,nucleotide biosynthetic process,2/2,113/3978,0.000799974412954933,0.00209517108154864,0.000320791744543332,NDUFB2/ATP5F1E,2,39
GO:1901293,nucleoside phosphate biosynthetic process,2/2,113/3978,0.000799974412954933,0.00209517108154864,0.000320791744543332,NDUFB2/ATP5F1E,2,39
GO:0045333,cellular respiration,2/2,118/3978,0.000872664881894423,0.00218166220473606,0.000334034404552889,NDUFB2/ATP5F1E,2,39
GO:0009150,purine ribonucleotide metabolic process,2/2,133/3978,0.00110969901974058,0.00260202705371021,0.000398396486692472,NDUFB2/ATP5F1E,2,39
GO:0015980,energy derivation by oxidation of organic compounds,2/2,137/3978,0.00117771201502657,0.00260202705371021,0.000398396486692472,NDUFB2/ATP5F1E,2,39
GO:0009259,ribonucleotide metabolic process,2/2,138/3978,0.0011950313093652,0.00260202705371021,0.000398396486692472,NDUFB2/ATP5F1E,2,39
GO:0019693,ribose phosphate metabolic process,2/2,140/3978,0.00123004915266301,0.00260202705371021,0.000398396486692472,NDUFB2/ATP5F1E,2,39
GO:0006163,purine nucleotide metabolic process,2/2,148/3978,0.00137517725412828,0.00273799261360089,0.000419214180072864,NDUFB2/ATP5F1E,2,39
GO:0072521,purine-containing compound metabolic process,2/2,149/3978,0.00139388714874227,0.00273799261360089,0.000419214180072864,NDUFB2/ATP5F1E,2,39
GO:0009117,nucleotide metabolic process,2/2,166/3978,0.00173129734282835,0.00325122344380136,0.000497794977041356,NDUFB2/ATP5F1E,2,39
GO:0006753,nucleoside phosphate metabolic process,2/2,168/3978,0.00177339460570983,0.00325122344380136,0.000497794977041356,NDUFB2/ATP5F1E,2,39
GO:0055086,nucleobase-containing small molecule metabolic process,2/2,181/3978,0.00205935258960744,0.00365369007833578,0.000559416662711698,NDUFB2/ATP5F1E,2,39
GO:0006091,generation of precursor metabolites and energy,2/2,185/3978,0.00215163788060887,0.0036981276072965,0.000566220494897072,NDUFB2/ATP5F1E,2,39
GO:1901137,carbohydrate derivative biosynthetic process,2/2,189/3978,0.00224594586291994,0.00374324310486656,0.00057312813088866,NDUFB2/ATP5F1E,2,39
GO:0090407,organophosphate biosynthetic process,2/2,201/3978,0.00254100595771083,0.00411045081394399,0.000629351320795252,NDUFB2/ATP5F1E,2,39
GO:1901135,carbohydrate derivative metabolic process,2/2,267/3978,0.00448923694349599,0.00705451519692227,0.00108011715933738,NDUFB2/ATP5F1E,2,39
GO:0019637,organophosphate metabolic process,2/2,280/3978,0.0049378951596112,0.00754400649385045,0.00115506319523069,NDUFB2/ATP5F1E,2,39
GO:0044281,small molecule metabolic process,2/2,442/3978,0.0123208448579331,0.0183147693834141,0.00280417521659929,NDUFB2/ATP5F1E,2,39
